cat__TransactionType_Credit,cat__TransactionType_Debit,cat__Channel_ATM,cat__Channel_Branch,cat__Channel_Online,cat__CustomerOccupation_Engineer,cat__CustomerOccupation_Retired,cat__CustomerOccupation_Student,remainder__TransactionAmount,remainder__CustomerAge,remainder__TransactionDuration,remainder__LoginAttempts,remainder__AccountBalance,Cluster_DBSCAN,Cluster_Description
-0.5434669920890144,0.5434669920890143,1.4257874263305084,-0.730676034936613,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,-0.5935580521040781,-1.1121748267447684,1.4249914721885657,-0.5503924234005311,-0.20759918410691558,-0.007141469556742504,-1,Fraud (Outliers)
-0.5434669920890144,0.5434669920890143,1.4257874263305084,-0.730676034936613,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,-0.5935580521040781,0.5580734238165873,1.3123259191925907,0.3062258611056803,-0.20759918410691558,2.2090566990070855,-1,Fraud (Outliers)
-0.5434669920890144,0.5434669920890143,-0.7013668247683034,-0.730676034936613,1.4503423336799368,-0.576868943329226,-0.5595369107224875,1.684755175092215,-0.5947045693569897,-1.4479801292087948,-0.9073167086114525,-0.20759918410691558,-1.029765178581697,0,Normal
-0.5434669920890144,0.5434669920890143,-0.7013668247683034,-0.730676034936613,1.4503423336799368,-0.576868943329226,-0.5595369107224875,1.684755175092215,-0.326238048122207,-1.0536506937228824,-1.349902822272995,-0.20759918410691558,0.8788687585071278,-1,Fraud (Outliers)
1.8400381523745057,-1.8400381523745057,-0.7013668247683034,-0.730676034936613,1.4503423336799368,-0.576868943329226,-0.5595369107224875,1.684755175092215,-1.1151265287476935,-1.0536506937228824,1.1200132313865812,-0.20759918410691558,0.5867674476272023,-1,Fraud (Outliers)
-0.5434669920890144,0.5434669920890143,1.4257874263305084,-0.730676034936613,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,1.684755175092215,-0.752159423075517,-1.504312905706782,0.7488119747672228,-0.20759918410691558,-1.117080828492604,-1,Fraud (Outliers)
1.8400381523745057,-1.8400381523745057,1.4257874263305084,-0.730676034936613,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,-0.5935580521040781,-1.1445051877455557,-0.43399015224502047,0.27767191828880655,-0.20759918410691558,2.0957183352221818,-1,Fraud (Outliers)
1.8400381523745057,-1.8400381523745057,-0.7013668247683034,1.368595591186662,-0.6894923886436601,-0.576868943329226,1.787192195611861,-0.5935580521040781,-0.3865634578069856,1.2559931426946034,2.4477715723712086,-0.20759918410691558,-0.6007376938329136,-1,Fraud (Outliers)
1.8400381523745057,-1.8400381523745057,-0.7013668247683034,1.368595591186662,-0.6894923886436601,1.7334959899709628,-0.5595369107224875,-0.5935580521040781,-0.6872219790111683,0.35466871872680394,-0.47900756635834685,-0.20759918410691558,1.0137060412297918,-1,Fraud (Outliers)
-0.5434669920890144,0.5434669920890143,1.4257874263305084,-0.730676034936613,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,-0.5935580521040781,2.586077181201205,0.5799998247187538,0.0064094615285062865,-0.20759918410691558,-1.0555162084538572,-1,Fraud (Outliers)
1.8400381523745057,-1.8400381523745057,-0.7013668247683034,-0.730676034936613,1.4503423336799368,1.7334959899709628,-0.5595369107224875,-0.5935580521040781,-1.0951564198841544,0.4110014952247914,-0.8644857943861419,-0.20759918410691558,0.6303701668653025,-1,Fraud (Outliers)
-0.5434669920890144,0.5434669920890143,-0.7013668247683034,-0.730676034936613,1.4503423336799368,-0.576868943329226,-0.5595369107224875,1.684755175092215,-0.30077961834697936,-1.3353145762128198,0.7630889461756597,-0.20759918410691558,-0.9255871791605939,0,Normal
1.8400381523745057,-1.8400381523745057,-0.7013668247683034,1.368595591186662,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,1.684755175092215,1.103584850232153,-1.1663162467188575,-0.12208328114742542,-0.20759918410691558,-0.9022095397195693,-1,Fraud (Outliers)
-0.5434669920890144,0.5434669920890143,1.4257874263305084,-0.730676034936613,-0.6894923886436601,-0.576868943329226,-0.5595369107224875,1.684755175092215,2.4283456054199033,-1.0536506937228824,0.04924037575381685,-0.20759918410691558,-1.2688112174049175,-1,Fraud (Outliers)
